Tag Counts:
Tag,Count
Untagged,4763
database,28
monitoring,25
sv_P5,23
email,21
sv_P2,21
sv_P1,20
SV_P3,19
sv_P4,18
web,18

Port/Protocol Combination Counts:
Port,Protocol,Count
3053,tcp,1
2938,udp,1
7143,udp,1
12390,udp,1
58017,tcp,1
36069,icmp,1
61341,udp,1
39939,icmp,1
31219,tcp,1
14801,tcp,1
49670,tcp,1
50965,icmp,1
62313,icmp,1
29164,tcp,1
6313,icmp,1
45677,tcp,1
54623,tcp,1
32217,tcp,1
45620,icmp,1
65255,icmp,2
5624,tcp,1
9502,udp,1
33100,tcp,1
33722,tcp,1
14021,icmp,1
62774,icmp,1
32026,udp,1
30559,icmp,1
39618,udp,1
63914,icmp,1
40750,udp,1
14479,icmp,1
25955,udp,1
54687,icmp,1
57031,udp,1
24372,udp,1
46040,icmp,1
43551,udp,1
17496,icmp,1
32161,udp,1
44679,tcp,1
18126,udp,1
21170,udp,1
23225,udp,1
36507,icmp,1
11243,udp,1
42553,udp,1
11057,udp,1
34500,udp,1
63461,icmp,1
9538,udp,1
50336,tcp,1
16571,tcp,1
2461,icmp,1
5681,tcp,1
40569,icmp,1
37013,icmp,1
7688,udp,1
39620,udp,1
3123,icmp,1
15363,tcp,1
46204,tcp,1
49792,udp,1
36552,tcp,1
8968,udp,1
38944,udp,1
19030,tcp,1
65256,tcp,1
28623,tcp,1
22760,udp,1
34389,tcp,1
44971,udp,1
17121,tcp,1
7760,icmp,1
53226,udp,1
49285,icmp,1
4771,icmp,1
12050,tcp,1
46473,tcp,1
57474,tcp,1
19078,icmp,1
61377,tcp,1
24304,tcp,1
38594,udp,1
45782,icmp,1
47175,tcp,1
37497,tcp,1
18641,icmp,1
39527,icmp,1
34059,tcp,1
33919,udp,1
40938,icmp,1
61740,tcp,1
22479,tcp,1
17262,icmp,1
29389,icmp,1
49276,udp,1
2507,tcp,1
55877,tcp,1
56991,tcp,1
1463,icmp,1
65458,icmp,1
56871,udp,1
35253,udp,1
39475,udp,1
36203,tcp,1
46775,udp,1
31927,udp,1
17802,tcp,1
26244,icmp,1
46810,udp,1
19153,icmp,1
23741,tcp,1
62800,udp,1
13028,icmp,1
11293,tcp,1
3196,tcp,1
23885,udp,1
42671,udp,1
52966,tcp,1
40367,udp,1
9286,tcp,1
9682,icmp,1
8893,udp,1
29525,udp,1
11175,tcp,1
54754,udp,1
43756,udp,1
15038,udp,1
26077,tcp,1
51714,icmp,1
26987,tcp,1
56745,icmp,1
20276,udp,1
24791,icmp,1
58384,icmp,1
5762,tcp,1
17932,icmp,1
1945,icmp,1
58114,icmp,1
45888,tcp,1
19541,icmp,1
56348,icmp,1
46692,icmp,1
63558,icmp,1
44145,tcp,1
49450,udp,1
54957,udp,1
3563,tcp,1
1337,udp,1
12048,udp,1
59783,udp,1
57884,udp,1
3887,tcp,1
14426,icmp,1
19376,tcp,1
25990,tcp,1
33511,tcp,1
26587,tcp,1
10178,icmp,1
4359,udp,1
51701,icmp,1
55539,udp,1
37500,tcp,1
61604,icmp,1
42006,tcp,1
8676,udp,1
38292,icmp,1
33055,icmp,1
56588,udp,1
17873,icmp,1
23833,tcp,1
7365,tcp,1
1989,icmp,1
64747,tcp,1
17766,udp,1
33609,tcp,1
29781,udp,1
30142,udp,1
52332,udp,1
18929,icmp,1
15533,tcp,1
15210,udp,1
36743,tcp,1
22348,udp,1
29124,udp,1
29916,tcp,1
3637,icmp,1
3203,tcp,1
27499,udp,1
39630,icmp,1
49892,tcp,1
20713,tcp,1
47487,tcp,1
4003,icmp,1
34106,tcp,1
34059,icmp,1
44823,tcp,1
53545,udp,1
28179,tcp,1
54037,tcp,1
39243,tcp,1
57438,icmp,1
48451,tcp,1
25094,udp,1
9123,tcp,1
58995,icmp,1
44960,tcp,1
7219,udp,1
10402,icmp,1
2552,tcp,1
51074,icmp,1
42841,tcp,1
40110,icmp,1
39650,tcp,1
51783,tcp,1
26930,tcp,1
20636,tcp,1
15851,tcp,1
51469,udp,1
27920,udp,1
27334,icmp,1
53012,icmp,1
53850,udp,1
28058,tcp,1
36505,icmp,1
61616,udp,1
6972,tcp,1
33668,icmp,1
55968,udp,1
29247,tcp,1
42331,icmp,1
12406,tcp,1
22493,tcp,1
31564,udp,1
5592,tcp,1
14584,icmp,1
46727,udp,1
56197,udp,1
27916,tcp,1
41139,tcp,1
56025,icmp,1
19508,tcp,1
11269,tcp,1
12996,icmp,1
47812,udp,1
8219,tcp,1
65273,tcp,1
22285,icmp,1
20369,tcp,1
58840,udp,1
11543,udp,1
32495,icmp,1
20613,udp,1
50987,icmp,1
36938,udp,1
19379,tcp,1
38617,tcp,1
51464,icmp,1
58863,icmp,1
57576,udp,1
44206,tcp,1
28946,udp,1
53507,tcp,1
42571,icmp,1
53651,icmp,1
8049,tcp,1
17540,udp,1
54720,tcp,1
33137,tcp,1
10324,icmp,1
35692,udp,1
17025,udp,1
42037,icmp,1
32181,icmp,1
42975,tcp,1
19641,icmp,1
55072,udp,1
53366,icmp,1
5779,udp,1
41680,udp,1
59866,icmp,1
39553,tcp,1
3664,tcp,1
13301,tcp,1
38893,icmp,1
31528,udp,1
24803,tcp,1
40239,udp,1
1510,icmp,1
8690,icmp,1
39841,udp,1
11001,icmp,1
4620,icmp,1
41565,udp,1
56574,udp,1
7047,udp,1
10749,icmp,1
27910,tcp,1
34895,icmp,1
53311,icmp,1
34592,tcp,1
24248,udp,1
38010,icmp,1
60627,icmp,1
46573,icmp,1
34797,udp,1
28264,icmp,1
13107,icmp,1
6207,icmp,1
41413,tcp,1
13314,tcp,1
1491,icmp,1
20510,tcp,1
47745,tcp,1
6642,icmp,1
24728,tcp,1
6220,icmp,1
17167,icmp,1
29839,icmp,1
9368,udp,1
35688,icmp,1
21153,udp,1
50525,tcp,1
22178,icmp,1
37595,udp,1
56815,icmp,1
9977,tcp,1
54824,icmp,1
45450,udp,1
25653,udp,1
13613,tcp,1
21406,udp,1
63686,udp,1
33962,tcp,1
64885,icmp,1
8319,udp,1
20833,udp,1
58493,tcp,1
35415,icmp,1
10040,udp,1
15138,udp,1
63158,tcp,1
46490,icmp,1
6697,icmp,1
63579,icmp,1
16201,tcp,1
34790,udp,1
37470,udp,1
30916,tcp,1
30097,tcp,1
59140,icmp,1
57188,tcp,2
38423,icmp,1
30867,icmp,1
57797,udp,1
7615,tcp,1
21760,tcp,1
57444,tcp,1
20477,icmp,1
15422,icmp,1
63761,icmp,1
55669,udp,1
20923,tcp,1
36095,icmp,1
19169,udp,1
40929,udp,1
10027,tcp,1
40506,icmp,1
65129,tcp,1
26564,tcp,1
59112,icmp,1
19357,udp,1
40958,udp,1
28613,tcp,1
38376,icmp,1
41319,tcp,1
25557,icmp,1
62247,tcp,1
46195,udp,1
20474,tcp,1
51136,icmp,1
25080,icmp,1
31028,icmp,1
13357,udp,1
43207,udp,1
38531,tcp,1
5393,icmp,1
59610,icmp,1
8059,tcp,1
55497,icmp,1
33677,udp,1
11430,icmp,1
2310,icmp,1
31776,tcp,1
34361,tcp,1
16402,icmp,1
48244,udp,1
25151,tcp,1
26331,udp,1
28059,udp,1
5164,tcp,1
9688,icmp,1
31181,tcp,1
31176,udp,1
24836,tcp,1
14587,icmp,1
38770,icmp,1
30977,udp,1
28586,tcp,1
5549,tcp,1
28678,tcp,1
40642,tcp,1
34467,tcp,1
51166,tcp,1
2954,udp,1
10103,tcp,1
38216,icmp,1
56772,tcp,1
8068,icmp,1
26580,icmp,1
43098,icmp,1
40484,udp,1
53721,icmp,1
13866,icmp,1
55230,udp,1
17311,icmp,1
45915,icmp,1
8345,tcp,1
39454,tcp,1
34338,icmp,1
62843,icmp,1
54663,tcp,1
34373,tcp,1
16842,udp,1
20098,udp,1
33309,tcp,1
12078,udp,1
32318,icmp,1
63638,icmp,1
60605,udp,1
47671,tcp,1
4832,tcp,1
54234,udp,1
7199,icmp,1
37149,udp,1
62829,icmp,1
42470,udp,1
7140,tcp,1
48653,icmp,1
53671,icmp,1
48739,icmp,1
6766,icmp,1
40911,tcp,1
32120,icmp,1
58116,tcp,1
57696,icmp,1
39875,udp,1
31644,icmp,1
25327,icmp,1
15983,icmp,1
40101,udp,1
20551,icmp,1
28374,tcp,1
20090,icmp,1
11775,tcp,1
1811,icmp,1
61044,udp,1
58454,icmp,1
63406,tcp,1
6619,tcp,1
7317,icmp,1
37916,icmp,1
5257,udp,1
35577,udp,1
40880,icmp,2
42716,udp,1
36270,tcp,1
48865,udp,1
8340,udp,1
14834,udp,1
37837,icmp,1
8106,udp,1
45203,tcp,1
4097,icmp,1
58286,tcp,1
35538,tcp,1
38501,udp,1
22149,icmp,1
13085,udp,1
29230,icmp,1
12945,icmp,1
11650,udp,1
64824,udp,1
19508,udp,1
2172,icmp,1
48552,udp,1
2515,icmp,1
16292,tcp,1
13975,tcp,1
62946,icmp,1
39901,udp,1
54858,icmp,1
64317,udp,1
9825,tcp,1
45907,tcp,1
32525,udp,1
8956,icmp,1
48552,tcp,1
51485,tcp,1
55265,udp,1
24635,udp,1
7653,tcp,1
27836,udp,1
16102,udp,1
3608,tcp,1
17363,udp,1
25083,icmp,1
9887,udp,1
54841,tcp,1
4590,icmp,1
47310,udp,1
1613,tcp,1
38454,udp,1
65397,udp,1
14474,tcp,1
58743,icmp,1
44349,udp,1
54069,tcp,1
53342,tcp,1
2671,icmp,1
28326,icmp,1
46539,tcp,1
53217,udp,1
42197,tcp,1
13440,icmp,1
34603,udp,1
51383,icmp,1
27547,icmp,1
2382,udp,1
30342,udp,1
36735,udp,1
24409,icmp,1
2293,tcp,1
38257,udp,1
27490,udp,1
26180,tcp,1
62865,icmp,1
39031,udp,1
38233,udp,1
10380,tcp,1
26816,udp,1
52457,icmp,1
1357,tcp,1
34359,tcp,1
11963,tcp,1
31029,icmp,1
48158,tcp,1
54932,tcp,1
50553,udp,1
37204,icmp,1
48134,udp,1
51581,icmp,1
48645,udp,1
64125,udp,1
49149,tcp,1
24190,udp,1
11217,tcp,1
20033,icmp,1
36455,tcp,1
25165,icmp,1
36995,icmp,1
34263,tcp,1
19750,icmp,1
3156,udp,1
42115,icmp,1
41361,icmp,1
3357,tcp,1
7157,icmp,1
51467,tcp,1
38828,tcp,1
36821,tcp,1
3718,icmp,1
55276,tcp,1
50576,udp,1
4598,udp,1
37985,icmp,1
56724,udp,1
56932,udp,1
8276,udp,1
8227,icmp,1
2565,udp,1
62937,udp,1
60374,tcp,1
34198,tcp,1
59550,icmp,1
34108,icmp,1
11226,udp,1
35628,udp,1
62964,udp,1
1370,tcp,1
59370,icmp,1
50377,icmp,1
40871,tcp,1
54828,udp,1
47076,tcp,1
48847,tcp,1
5709,tcp,1
22362,icmp,1
10945,udp,1
54721,tcp,1
40377,tcp,1
36547,icmp,1
54877,udp,1
27207,tcp,1
34507,udp,1
13512,icmp,1
5932,tcp,1
7610,icmp,1
5829,tcp,1
5858,icmp,1
36420,icmp,1
20282,icmp,1
39672,udp,1
62400,udp,1
57800,icmp,1
10411,tcp,1
51527,icmp,1
36923,icmp,1
34290,icmp,1
41550,tcp,1
58287,tcp,1
40414,icmp,1
46384,icmp,1
22670,udp,1
43946,tcp,1
3034,udp,1
60518,icmp,1
2531,tcp,1
10283,udp,1
52184,udp,1
20399,icmp,1
10772,icmp,1
18923,udp,1
56010,tcp,1
49051,icmp,1
38542,udp,1
33762,tcp,1
47457,tcp,1
24410,icmp,1
40196,tcp,1
63162,udp,1
43209,tcp,1
1040,tcp,1
14847,udp,1
41994,icmp,1
53559,tcp,1
32192,tcp,1
50456,icmp,1
58855,tcp,1
6069,udp,1
60074,tcp,1
19219,icmp,1
55920,tcp,1
62972,udp,1
27705,udp,1
47267,icmp,1
48974,icmp,1
55986,udp,1
14227,tcp,1
10643,icmp,1
37212,udp,1
47963,tcp,1
60219,tcp,1
45718,tcp,1
8304,icmp,1
36782,tcp,1
13876,icmp,1
32050,udp,1
3125,udp,1
59177,tcp,1
60442,udp,1
60616,tcp,1
24761,icmp,1
59103,udp,1
8525,tcp,1
33363,icmp,1
53046,tcp,1
7213,icmp,1
30912,udp,1
10866,tcp,1
16753,tcp,1
56441,icmp,1
22272,udp,1
25218,tcp,1
50934,icmp,1
60849,tcp,1
39727,tcp,1
52509,icmp,1
59279,icmp,1
28220,icmp,1
26048,udp,1
37796,udp,1
14411,icmp,1
63116,udp,1
16173,tcp,1
43543,tcp,1
9920,tcp,1
63305,udp,1
48738,icmp,1
32999,udp,1
41063,tcp,1
41537,tcp,1
11711,icmp,1
44956,udp,1
62260,tcp,1
35666,tcp,1
10148,icmp,1
7387,icmp,1
60232,udp,1
17103,icmp,1
29841,tcp,1
63017,tcp,1
26130,icmp,1
60043,udp,1
34261,tcp,1
1345,tcp,1
18434,tcp,1
16559,udp,1
5585,icmp,1
23944,icmp,1
34231,tcp,1
51995,tcp,1
23806,tcp,1
20979,icmp,1
17917,udp,1
37700,icmp,1
4708,tcp,1
52204,icmp,1
64648,icmp,1
32864,udp,1
37984,icmp,1
42563,tcp,1
57452,icmp,1
62271,icmp,1
39463,udp,1
17971,tcp,1
13384,tcp,1
2065,udp,1
47984,tcp,1
24479,icmp,1
34909,icmp,1
10265,udp,1
28630,udp,1
50405,icmp,1
57937,tcp,1
5854,udp,1
45176,udp,1
18341,udp,1
7159,icmp,1
34017,udp,1
15647,icmp,1
60996,tcp,1
51803,icmp,1
43574,tcp,1
53827,tcp,1
9760,tcp,1
18061,tcp,1
24043,udp,1
20604,udp,1
1732,udp,1
43678,tcp,1
57233,icmp,1
11427,tcp,1
3834,udp,1
39057,icmp,1
59164,icmp,1
44216,udp,1
52776,tcp,1
24133,icmp,1
47213,icmp,1
22579,tcp,1
55138,udp,1
62670,tcp,1
65216,udp,1
54647,icmp,1
20313,icmp,1
21614,tcp,1
33094,tcp,1
33993,udp,1
65039,icmp,1
28871,udp,1
10445,tcp,1
24568,tcp,1
54727,tcp,1
9334,tcp,1
27012,icmp,1
34043,tcp,1
41829,udp,1
34651,tcp,1
34682,icmp,1
8715,tcp,1
62661,tcp,1
52063,udp,1
61980,icmp,1
35268,tcp,1
13839,udp,1
33874,tcp,1
63435,icmp,1
26603,tcp,1
61034,udp,1
34048,udp,1
8322,icmp,1
35067,udp,1
18327,tcp,1
37755,udp,1
22347,icmp,1
22084,udp,1
28814,udp,1
22275,tcp,1
29532,tcp,1
54866,udp,1
57419,tcp,1
61285,udp,1
5523,icmp,1
10494,icmp,1
44369,udp,1
13349,icmp,1
57479,tcp,1
15712,udp,1
29360,tcp,1
46052,udp,1
19142,udp,1
51636,udp,1
40034,tcp,1
13007,tcp,1
61446,udp,1
15229,icmp,1
36655,tcp,1
62028,icmp,1
29283,tcp,1
17748,udp,1
1294,tcp,1
61214,tcp,1
58580,icmp,1
19873,icmp,1
40375,udp,1
55739,udp,1
62426,icmp,1
23446,icmp,1
10398,icmp,1
41728,udp,1
57548,udp,1
10240,udp,1
39288,udp,1
42268,tcp,1
35324,tcp,1
48305,icmp,1
53370,udp,1
50624,udp,1
42518,udp,1
10553,udp,1
9372,tcp,1
26077,icmp,1
13639,icmp,1
47336,tcp,1
16067,udp,1
22986,udp,1
23144,tcp,1
62323,udp,1
27350,tcp,1
40891,tcp,1
50455,icmp,1
33950,icmp,1
48455,tcp,1
43278,icmp,1
6606,tcp,1
28952,udp,1
51760,udp,1
63670,icmp,1
26438,icmp,1
52355,tcp,1
50151,icmp,1
16590,udp,1
49900,udp,1
27762,tcp,1
40309,udp,1
41798,tcp,1
52713,tcp,1
46259,tcp,1
26332,tcp,1
57742,tcp,1
11201,icmp,1
52536,tcp,1
63217,tcp,1
55982,tcp,1
55179,tcp,1
40315,icmp,1
7517,udp,1
55858,udp,1
18211,udp,1
50621,icmp,1
44921,udp,1
48208,icmp,1
36855,tcp,1
52633,udp,1
43369,tcp,1
15976,icmp,1
19459,icmp,1
63282,tcp,1
5604,udp,1
59218,tcp,1
11993,icmp,1
45052,icmp,1
10973,tcp,1
7312,udp,1
26027,tcp,1
31886,udp,1
21946,icmp,1
37237,tcp,1
18646,tcp,1
33670,udp,1
8932,tcp,1
39007,tcp,1
23529,udp,1
21558,icmp,1
35561,tcp,1
10896,icmp,1
55547,tcp,1
23779,udp,1
43638,tcp,1
35532,icmp,1
1788,tcp,1
22524,icmp,1
29443,tcp,1
13078,icmp,1
43497,udp,1
51510,icmp,1
3213,tcp,1
3587,icmp,1
46379,icmp,1
10566,tcp,1
34281,icmp,1
25164,tcp,1
40829,tcp,1
44484,tcp,1
47496,udp,1
3662,udp,1
45245,udp,1
43776,tcp,1
40560,icmp,1
47002,udp,1
20925,icmp,1
37674,udp,1
14146,udp,1
43319,icmp,1
3058,udp,1
3999,tcp,1
7374,tcp,1
64314,tcp,1
24441,udp,1
61380,tcp,1
53122,udp,1
32977,tcp,1
64900,udp,1
12296,tcp,1
21886,udp,1
17692,tcp,1
6426,icmp,1
35899,udp,1
45148,icmp,1
15661,udp,1
59042,udp,1
39117,icmp,1
5526,udp,1
49585,tcp,1
53611,udp,1
39513,tcp,1
43681,udp,1
15997,udp,1
38813,udp,1
35909,tcp,1
55911,icmp,1
65197,udp,1
50296,udp,1
55627,udp,1
20755,tcp,1
39791,tcp,1
59245,tcp,1
53866,icmp,1
36853,icmp,1
8231,udp,1
8520,icmp,1
7764,tcp,1
16370,udp,1
62876,tcp,1
44130,udp,1
4487,tcp,1
65362,icmp,1
58559,icmp,1
33610,tcp,1
55523,icmp,1
63831,udp,1
8020,tcp,1
32162,icmp,1
39488,udp,1
52624,icmp,1
39635,tcp,1
64958,icmp,1
23828,icmp,1
17690,udp,1
32877,icmp,1
38864,tcp,1
20636,icmp,1
1751,udp,1
43198,udp,1
27201,udp,1
37439,icmp,1
11855,udp,1
20212,udp,1
11578,udp,1
13408,icmp,1
46339,tcp,1
44841,tcp,1
39133,tcp,1
35633,udp,1
60947,tcp,1
40830,icmp,1
64889,icmp,1
65075,udp,1
7662,udp,1
40343,icmp,1
29858,tcp,1
42306,udp,1
12561,icmp,1
13363,icmp,1
56258,udp,1
13202,tcp,1
25926,icmp,1
14394,tcp,1
56968,udp,1
41249,icmp,1
26495,tcp,1
23245,udp,1
12020,icmp,1
11987,icmp,1
40035,icmp,1
37552,icmp,1
57364,udp,1
54522,udp,1
63687,udp,1
22929,udp,1
25862,tcp,1
8608,tcp,1
44904,icmp,1
50730,udp,1
18264,tcp,1
18679,udp,1
26784,icmp,1
21300,icmp,1
41236,tcp,1
52572,icmp,1
50583,udp,1
25255,udp,1
19789,udp,1
2861,udp,1
19149,icmp,1
36833,icmp,1
6956,icmp,1
53188,udp,1
17779,udp,1
48494,udp,1
54406,tcp,1
56397,icmp,1
45988,tcp,1
19064,icmp,1
38010,tcp,1
17231,icmp,1
16798,icmp,1
45600,tcp,1
3394,udp,1
46235,udp,1
56060,udp,1
25499,udp,1
27601,udp,1
13423,tcp,1
6002,icmp,1
8999,tcp,1
9435,icmp,1
21373,tcp,1
1229,tcp,1
43284,udp,1
38485,udp,1
19147,icmp,1
49401,tcp,1
25895,tcp,1
61168,tcp,1
28561,tcp,1
58233,icmp,1
63889,udp,1
43974,tcp,1
4001,icmp,1
25315,icmp,1
25123,icmp,1
23483,udp,1
7207,udp,1
25715,tcp,1
39418,icmp,1
45513,udp,1
31580,tcp,1
13878,tcp,1
37461,udp,1
33953,tcp,1
11016,udp,1
16620,tcp,1
20442,udp,1
22403,udp,1
13631,icmp,1
14987,udp,1
46866,tcp,1
28054,udp,1
19295,udp,1
22664,icmp,1
50183,udp,1
34287,tcp,1
45944,icmp,1
8646,udp,1
41542,icmp,1
23794,udp,1
3158,udp,1
43472,udp,1
52015,udp,1
31965,udp,1
26183,tcp,1
37785,icmp,1
15365,icmp,1
3607,icmp,1
15582,icmp,1
64252,udp,1
60469,tcp,1
43082,icmp,1
36371,icmp,1
11303,udp,1
60958,icmp,1
53453,udp,1
16502,tcp,1
19348,tcp,1
40823,icmp,1
49182,udp,1
63399,tcp,1
39303,icmp,1
45525,tcp,1
61005,udp,1
8278,udp,1
55127,icmp,1
22919,icmp,1
47570,tcp,1
13678,icmp,1
25598,udp,1
65526,icmp,1
43086,udp,1
39441,tcp,1
18708,tcp,1
32606,tcp,1
29434,udp,1
4732,icmp,1
58944,udp,1
56726,icmp,1
28419,tcp,1
20711,tcp,1
60896,tcp,1
63309,icmp,1
32923,icmp,1
46370,icmp,1
50894,icmp,1
15907,icmp,1
30030,icmp,1
36510,udp,1
43590,udp,1
31404,udp,1
2206,icmp,1
3061,icmp,1
46130,icmp,1
59910,icmp,1
30042,icmp,1
9156,udp,1
50088,icmp,1
37729,icmp,1
17791,icmp,1
53147,udp,1
21145,tcp,1
55275,tcp,1
62422,udp,1
65023,icmp,1
45839,udp,1
7966,udp,1
64817,tcp,1
35407,udp,1
48023,tcp,1
33994,icmp,1
10054,icmp,1
37486,icmp,1
5186,icmp,1
45700,icmp,1
41725,udp,1
27634,udp,1
63729,icmp,1
1269,tcp,1
52500,icmp,1
52120,tcp,1
63362,tcp,1
64017,tcp,1
37987,tcp,1
61235,icmp,1
15553,icmp,1
2428,udp,1
33005,icmp,1
54145,tcp,1
36622,icmp,1
36406,icmp,1
19050,udp,1
44061,tcp,1
28014,tcp,1
10396,tcp,1
17336,tcp,1
46961,tcp,1
34543,udp,1
55293,udp,1
43938,icmp,1
6075,udp,1
38992,tcp,1
47502,icmp,1
24045,udp,1
29321,udp,1
61130,icmp,1
31811,tcp,1
32608,udp,1
50257,udp,1
3838,tcp,1
11572,icmp,1
14403,icmp,1
4090,udp,1
36639,tcp,1
29653,icmp,1
13685,icmp,1
46266,icmp,1
52816,icmp,1
49613,tcp,1
34517,icmp,1
54816,udp,1
34321,tcp,1
61731,udp,1
26846,udp,1
2016,icmp,1
38367,udp,1
53211,icmp,1
50059,tcp,1
43572,udp,1
59662,udp,1
18354,udp,1
21569,icmp,1
54795,udp,1
61053,udp,1
3306,icmp,1
12098,icmp,1
16204,icmp,1
58904,tcp,1
30890,tcp,1
62719,tcp,1
44963,tcp,1
63206,udp,1
55675,tcp,1
27251,tcp,1
46562,udp,1
9085,icmp,1
56513,tcp,1
16767,udp,1
60869,tcp,1
44278,icmp,1
1481,icmp,1
1936,udp,1
2380,icmp,1
59868,tcp,1
62148,tcp,1
4586,icmp,1
1562,tcp,1
34196,udp,1
27015,icmp,1
53119,udp,1
63857,icmp,1
12810,tcp,1
34533,tcp,1
35163,udp,1
47627,icmp,1
10395,icmp,1
28982,tcp,1
25490,tcp,1
42046,tcp,1
63270,udp,1
17256,tcp,1
1260,icmp,1
14005,tcp,1
24863,icmp,1
37164,icmp,1
16676,tcp,1
12803,tcp,1
34116,tcp,1
59874,icmp,1
54825,icmp,1
7609,icmp,1
49636,udp,1
4884,udp,1
36206,udp,1
21784,icmp,1
18297,icmp,1
35342,udp,1
46979,tcp,1
47927,tcp,1
9509,icmp,1
61849,udp,1
11794,tcp,1
11112,tcp,1
17527,udp,1
45052,udp,1
62108,tcp,1
34779,udp,1
10762,tcp,1
36635,tcp,1
19343,tcp,1
30873,tcp,1
47748,tcp,1
15791,icmp,1
58582,udp,1
43822,icmp,1
24437,icmp,1
61019,tcp,1
55290,tcp,1
56289,udp,1
52675,tcp,1
19220,udp,1
59689,udp,1
63108,tcp,1
62197,udp,1
48958,tcp,1
49422,udp,1
16554,tcp,1
53795,icmp,1
62934,udp,1
25381,tcp,1
23611,icmp,1
33695,icmp,1
39772,udp,1
14567,udp,1
36341,icmp,1
9141,udp,1
35165,tcp,1
18691,udp,1
53141,icmp,1
63296,tcp,1
53978,udp,1
14222,icmp,1
47771,udp,1
9934,udp,1
24440,udp,1
43973,icmp,1
13849,icmp,1
52666,udp,1
50648,tcp,1
47141,icmp,1
61704,icmp,1
12745,tcp,1
47196,udp,1
21885,tcp,1
58292,icmp,1
44649,icmp,1
50686,icmp,1
19200,tcp,1
19028,udp,1
29706,icmp,1
55614,tcp,1
8058,icmp,1
19504,udp,1
50300,udp,1
40216,udp,1
17709,udp,1
41976,udp,1
10416,tcp,1
33018,icmp,1
6378,udp,1
58250,udp,1
30711,tcp,1
44899,icmp,1
7428,tcp,1
2516,udp,1
14597,udp,1
10253,tcp,1
3248,icmp,1
53433,icmp,1
16437,icmp,1
25520,udp,1
63264,tcp,1
5647,udp,1
10273,udp,1
58013,tcp,1
22690,udp,1
17701,tcp,1
27597,tcp,1
41612,tcp,1
31107,tcp,1
61786,udp,1
7012,udp,1
34427,tcp,1
22935,icmp,1
2353,icmp,1
13081,udp,1
55096,icmp,1
33725,udp,1
24126,tcp,1
2058,tcp,1
28619,tcp,1
1509,tcp,1
56642,udp,1
28449,icmp,1
52731,icmp,1
11570,icmp,1
60090,icmp,1
23116,icmp,1
25974,icmp,1
24953,udp,1
15943,tcp,1
64509,udp,1
61431,tcp,1
5340,udp,1
59976,tcp,1
7247,udp,1
17602,udp,1
51779,udp,1
26292,icmp,1
13572,icmp,1
37950,udp,1
57218,tcp,1
20900,udp,1
42415,tcp,1
26685,tcp,1
61953,icmp,1
45652,icmp,1
14211,udp,1
36717,tcp,1
29294,udp,1
7943,udp,1
30454,tcp,1
15951,tcp,1
28450,udp,1
9306,icmp,1
4756,tcp,1
34784,tcp,1
22092,tcp,1
38503,tcp,1
13263,icmp,1
9079,udp,1
4621,tcp,1
37781,icmp,1
8777,udp,1
22407,icmp,1
46045,tcp,1
27526,tcp,1
46555,tcp,1
51975,tcp,1
46088,icmp,1
32714,icmp,1
51392,tcp,1
19062,icmp,1
9191,tcp,1
19707,icmp,1
26646,icmp,1
14650,icmp,1
48081,icmp,1
50385,tcp,1
22069,tcp,1
32351,tcp,1
38630,udp,1
22217,tcp,1
1475,udp,1
55251,udp,1
59036,icmp,1
57449,icmp,1
25807,udp,1
27875,tcp,1
4835,icmp,1
13781,udp,1
31081,udp,1
44078,tcp,1
12001,udp,1
18978,icmp,1
25728,tcp,1
27426,tcp,1
28911,icmp,1
3230,udp,1
43524,icmp,1
24707,icmp,1
2791,tcp,1
20203,tcp,1
38827,icmp,1
54624,udp,1
48970,tcp,1
47713,tcp,1
